Chloe like sports.	克洛伊喜欢运动。
Chloe like cooking.	克洛伊喜欢做饭。
Chloe like movies.	克洛伊喜欢电影。
Chloe like gaming.	克洛伊喜欢打游戏。
They like running.	他们喜欢跑步。
They like reading.	他们喜欢读书。
They like traveling.	他们喜欢旅行。
They like swimming.	他们喜欢游泳。
They like music.	他们喜欢音乐。
They like photography.	他们喜欢摄影。
They like sports.	他们喜欢运动。
They like cooking.	他们喜欢做饭。
They like movies.	他们喜欢电影。
They like gaming.	他们喜欢打游戏。
Sarah like running.	莎拉喜欢跑步。
Sarah like reading.	莎拉喜欢读书。
Sarah like traveling.	莎拉喜欢旅行。
Sarah like swimming.	莎拉喜欢游泳。
Sarah like music.	莎拉喜欢音乐。
Sarah like photography.	莎拉喜欢摄影。
Sarah like sports.	莎拉喜欢运动。
Sarah like cooking.	莎拉喜欢做饭。
Sarah like movies.	莎拉喜欢电影。
Sarah like gaming.	莎拉喜欢打游戏。
Tom like running.	汤姆喜欢跑步。
Tom like reading.	汤姆喜欢读书。
Tom like traveling.	汤姆喜欢旅行。
Tom like swimming.	汤姆喜欢游泳。
Tom like music.	汤姆喜欢音乐。
Tom like photography.	汤姆喜欢摄影。
Tom like sports.	汤姆喜欢运动。
Tom like cooking.	汤姆喜欢做饭。
Tom like movies.	汤姆喜欢电影。
Tom like gaming.	汤姆喜欢打游戏。
Eric like running.	埃里克喜欢跑步。
Eric like reading.	埃里克喜欢读书。
Eric like traveling.	埃里克喜欢旅行。
Eric like swimming.	埃里克喜欢游泳。
Eric like music.	埃里克喜欢音乐。
Eric like photography.	埃里克喜欢摄影。
Eric like sports.	埃里克喜欢运动。
Eric like cooking.	埃里克喜欢做饭。
Eric like movies.	埃里克喜欢电影。
Eric like gaming.	埃里克喜欢打游戏。
Julia like running.	朱莉娅喜欢跑步。
Julia like reading.	朱莉娅喜欢读书。
Julia like traveling.	朱莉娅喜欢旅行。
Julia like swimming.	朱莉娅喜欢游泳。
Julia like music.	朱莉娅喜欢音乐。
Julia like photography.	朱莉娅喜欢摄影。
Julia like sports.	朱莉娅喜欢运动。
Julia like cooking.	朱莉娅喜欢做饭。
Julia like movies.	朱莉娅喜欢电影。
Julia like gaming.	朱莉娅喜欢打游戏。
Olivia like running.	奥利维亚喜欢跑步。
Olivia like reading.	奥利维亚喜欢读书。
Olivia like traveling.	奥利维亚喜欢旅行。
Olivia like swimming.	奥利维亚喜欢游泳。
Olivia like music.	奥利维亚喜欢音乐。
Olivia like photography.	奥利维亚喜欢摄影。
Olivia like sports.	奥利维亚喜欢运动。
Olivia like cooking.	奥利维亚喜欢做饭。
Olivia like movies.	奥利维亚喜欢电影。
Olivia like gaming.	奥利维亚喜欢打游戏。
You like running.	你喜欢跑步。
You like reading.	你喜欢读书。
You like traveling.	你喜欢旅行。
You like swimming.	你喜欢游泳。
You like music.	你喜欢音乐。
You like photography.	你喜欢摄影。
You like sports.	你喜欢运动。
You like cooking.	你喜欢做饭。
You like movies.	你喜欢电影。
You like gaming.	你喜欢打游戏。
Mary like running.	玛丽喜欢跑步。
Mary like reading.	玛丽喜欢读书。
Mary like traveling.	玛丽喜欢旅行。
Mary like swimming.	玛丽喜欢游泳。
Mary like music.	玛丽喜欢音乐。
Mary like photography.	玛丽喜欢摄影。
Mary like sports.	玛丽喜欢运动。
Mary like cooking.	玛丽喜欢做饭。
Mary like movies.	玛丽喜欢电影。
Mary like gaming.	玛丽喜欢打游戏。
I want to eat chocolate.	我想吃巧克力。
I want to eat pizza.	我想吃披萨。
I want to eat beef.	我想吃牛肉。
I want to eat dumplings.	我想吃饺子。
I want to eat fish.	我想吃鱼。
I want to eat a sandwich.	我想吃一个三明治。
I want to eat rice.	我想吃米饭。
I want to eat lunch.	我想吃午餐。
I want to eat cake.	我想吃蛋糕。
I want to eat chicken.	我想吃鸡肉。
I want to eat a banana.	我想吃一根香蕉。
I want to eat an orange.	我想吃一个橙子。
I want to eat salad.	我想吃沙拉。
I want to eat an apple.	我想吃一个苹果。
I want to eat dinner.	我想吃晚餐。
I want to eat soup.	我想吃汤。
I want to eat bread.	我想吃面包。
I want to eat breakfast.	我想吃早餐。
I want to eat ice cream.	我想吃冰淇淋。
I want to eat noodles.	我想吃面条。
They want to eat chocolate.	他们想吃巧克力。
They want to eat pizza.	他们想吃披萨。
They want to eat beef.	他们想吃牛肉。
They want to eat dumplings.	他们想吃饺子。
They want to eat fish.	他们想吃鱼。
They want to eat a sandwich.	他们想吃一个三明治。
They want to eat rice.	他们想吃米饭。
They want to eat lunch.	他们想吃午餐。
They want to eat cake.	他们想吃蛋糕。
They want to eat chicken.	他们想吃鸡肉。
They want to eat a banana.	他们想吃一根香蕉。
They want to eat an orange.	他们想吃一个橙子。
They want to eat salad.	他们想吃沙拉。
They want to eat an apple.	他们想吃一个苹果。
They want to eat dinner.	他们想吃晚餐。
They want to eat soup.	他们想吃汤。
They want to eat bread.	他们想吃面包。
They want to eat breakfast.	他们想吃早餐。
They want to eat ice cream.	他们想吃冰淇淋。
They want to eat noodles.	他们想吃面条。
You want to eat chocolate.	你想吃巧克力。
You want to eat pizza.	你想吃披萨。
You want to eat beef.	你想吃牛肉。
You want to eat dumplings.	你想吃饺子。
You want to eat fish.	你想吃鱼。
You want to eat a sandwich.	你想吃一个三明治。
You want to eat rice.	你想吃米饭。
You want to eat lunch.	你想吃午餐。
You want to eat cake.	你想吃蛋糕。
You want to eat chicken.	你想吃鸡肉。
You want to eat a banana.	你想吃一根香蕉。
You want to eat an orange.	你想吃一个橙子。
You want to eat salad.	你想吃沙拉。
You want to eat an apple.	你想吃一个苹果。
You want to eat dinner.	你想吃晚餐。
You want to eat soup.	你想吃汤。
You want to eat bread.	你想吃面包。
You want to eat breakfast.	你想吃早餐。
You want to eat ice cream.	你想吃冰淇淋。
You want to eat noodles.	你想吃面条。
We want to eat chocolate.	我们想吃巧克力。
We want to eat pizza.	我们想吃披萨。
We want to eat beef.	我们想吃牛肉。
We want to eat dumplings.	我们想吃饺子。
We want to eat fish.	我们想吃鱼。
We want to eat a sandwich.	我们想吃一个三明治。
We want to eat rice.	我们想吃米饭。
We want to eat lunch.	我们想吃午餐。
We want to eat cake.	我们想吃蛋糕。
We want to eat chicken.	我们想吃鸡肉。
We want to eat a banana.	我们想吃一根香蕉。
We want to eat an orange.	我们想吃一个橙子。
We want to eat salad.	我们想吃沙拉。
We want to eat an apple.	我们想吃一个苹果。
We want to eat dinner.	我们想吃晚餐。
We want to eat soup.	我们想吃汤。
We want to eat bread.	我们想吃面包。
We want to eat breakfast.	我们想吃早餐。
We want to eat ice cream.	我们想吃冰淇淋。
We want to eat noodles.	我们想吃面条。
They want to drink milk.	他们想喝牛奶。
They want to drink water.	他们想喝水。
They want to drink juice.	他们想喝果汁。
They want to drink hot chocolate.	他们想喝热巧克力。
They want to drink tea.	他们想喝茶。
They want to drink coffee.	他们想喝咖啡。
They want to drink soda.	他们想喝汽水。
They want to drink sparkling water.	他们想喝苏打水。
We want to drink milk.	我们想喝牛奶。
We want to drink water.	我们想喝水。
We want to drink juice.	我们想喝果汁。
We want to drink hot chocolate.	我们想喝热巧克力。
We want to drink tea.	我们想喝茶。
We want to drink coffee.	我们想喝咖啡。
We want to drink soda.	我们想喝汽水。
We want to drink sparkling water.	我们想喝苏打水。
You want to drink milk.	你想喝牛奶。
You want to drink water.	你想喝水。
You want to drink juice.	你想喝果汁。
You want to drink hot chocolate.	你想喝热巧克力。
You want to drink tea.	你想喝茶。
You want to drink coffee.	你想喝咖啡。
You want to drink soda.	你想喝汽水。
You want to drink sparkling water.	你想喝苏打水。
I want to drink milk.	我想喝牛奶。
I want to drink water.	我想喝水。
I want to drink juice.	我想喝果汁。
I want to drink hot chocolate.	我想喝热巧克力。
I want to drink tea.	我想喝茶。
I want to drink coffee.	我想喝咖啡。
I want to drink soda.	我想喝汽水。
I want to drink sparkling water.	我想喝苏打水。
Where is the post office?	邮局在哪里？
Where is the police station?	派出所在哪里？
Where is the bus stop?	公交站在哪里？
Where is the school?	学校在哪里？
Where is the pharmacy?	药店在哪里？
Where is the park?	公园在哪里？
Where is the restroom?	卫生间在哪里？
Where is the bathroom?	洗手间在哪里？
Where is the museum?	博物馆在哪里？
Where is the subway station?	地铁站在哪里？
Where is the train station?	火车站在哪里？
Where is the airport?	机场在哪里？
Where is the hotel?	酒店在哪里？
Where is the bank?	银行在哪里？
Where is the cinema?	电影院在哪里？
Where is the coffee shop?	咖啡店在哪里？
Where is the library?	图书馆在哪里？
Where is the hospital?	医院在哪里？
Where is the restaurant?	餐厅在哪里？
Where is the supermarket?	超市在哪里？
How much is this phone?	这部手机多少钱？
How much is a bag?	一个包多少钱？
How much is this?	这个多少钱？
How much is this book?	这本书多少钱？
How much is that?	那个多少钱？
How much is a table?	一张桌子多少钱？
How much is a map?	一张地图多少钱？
How much is a coffee?	一杯咖啡多少钱？
How much is a bottle of water?	一瓶水多少钱？
How much is a seat?	一个座位多少钱？
How much is a ticket?	一张票多少钱？
How much is a charger?	一个充电器多少钱？
How much is this pen?	这支笔多少钱？
Do you speak Chinese?	你会说中文吗？
Do you speak English?	你会说英文吗？
Do you speak Korean?	你会说韩文吗？
Do you speak Japanese?	你会说日文吗？
I am learning English.	我在学英文。
I am learning Korean.	我在学韩文。
I am learning Chinese.	我在学中文。
I am learning Japanese.	我在学日文。
We am learning English.	我们在学英文。
We am learning Korean.	我们在学韩文。
We am learning Chinese.	我们在学中文。
We am learning Japanese.	我们在学日文。
English is difficult.	英文很难。
Japanese is difficult.	日文很难。
Chinese is difficult.	中文很难。
Korean is difficult.	韩文很难。
Brian feel thirsty today.	布莱恩今天觉得渴。
Brian feel busy today.	布莱恩今天觉得忙。
Brian feel hungry today.	布莱恩今天觉得饿。
Brian feel happy today.	布莱恩今天觉得高兴。
Brian feel tired today.	布莱恩今天觉得累。
Sarah feel thirsty today.	莎拉今天觉得渴。
Sarah feel busy today.	莎拉今天觉得忙。
Sarah feel hungry today.	莎拉今天觉得饿。
Sarah feel happy today.	莎拉今天觉得高兴。
Sarah feel tired today.	莎拉今天觉得累。
Lucy feel thirsty today.	露西今天觉得渴。
Lucy feel busy today.	露西今天觉得忙。
Lucy feel hungry today.	露西今天觉得饿。
Lucy feel happy today.	露西今天觉得高兴。
Lucy feel tired today.	露西今天觉得累。
Kevin feel thirsty today.	凯文今天觉得渴。
Kevin feel busy today.	凯文今天觉得忙。
Kevin feel hungry today.	凯文今天觉得饿。
Kevin feel happy today.	凯文今天觉得高兴。
Kevin feel tired today.	凯文今天觉得累。
Sophia feel thirsty today.	索菲亚今天觉得渴。
Sophia feel busy today.	索菲亚今天觉得忙。
Sophia feel hungry today.	索菲亚今天觉得饿。
Sophia feel happy today.	索菲亚今天觉得高兴。
Sophia feel tired today.	索菲亚今天觉得累。
Frank feel thirsty today.	弗兰克今天觉得渴。
Frank feel busy today.	弗兰克今天觉得忙。
Frank feel hungry today.	弗兰克今天觉得饿。
Frank feel happy today.	弗兰克今天觉得高兴。
Frank feel tired today.	弗兰克今天觉得累。
Nancy feel thirsty today.	南希今天觉得渴。
Nancy feel busy today.	南希今天觉得忙。
Nancy feel hungry today.	南希今天觉得饿。
Nancy feel happy today.	南希今天觉得高兴。
Nancy feel tired today.	南希今天觉得累。
Emma feel thirsty today.	艾玛今天觉得渴。
Emma feel busy today.	艾玛今天觉得忙。
Emma feel hungry today.	艾玛今天觉得饿。
Emma feel happy today.	艾玛今天觉得高兴。
Emma feel tired today.	艾玛今天觉得累。
Chris feel thirsty today.	克里斯今天觉得渴。
Chris feel busy today.	克里斯今天觉得忙。
Chris feel hungry today.	克里斯今天觉得饿。
Chris feel happy today.	克里斯今天觉得高兴。
Chris feel tired today.	克里斯今天觉得累。
Daniel feel thirsty today.	丹尼尔今天觉得渴。
Daniel feel busy today.	丹尼尔今天觉得忙。
Daniel feel hungry today.	丹尼尔今天觉得饿。
Daniel feel happy today.	丹尼尔今天觉得高兴。
Daniel feel tired today.	丹尼尔今天觉得累。
Julia feel thirsty today.	朱莉娅今天觉得渴。
Julia feel busy today.	朱莉娅今天觉得忙。
Julia feel hungry today.	朱莉娅今天觉得饿。
Julia feel happy today.	朱莉娅今天觉得高兴。
Julia feel tired today.	朱莉娅今天觉得累。
Jason feel thirsty today.	杰森今天觉得渴。
Jason feel busy today.	杰森今天觉得忙。
Jason feel hungry today.	杰森今天觉得饿。
Jason feel happy today.	杰森今天觉得高兴。
Jason feel tired today.	杰森今天觉得累。
John feel thirsty today.	约翰今天觉得渴。
John feel busy today.	约翰今天觉得忙。
John feel hungry today.	约翰今天觉得饿。
John feel happy today.	约翰今天觉得高兴。
John feel tired today.	约翰今天觉得累。
Tom feel thirsty today.	汤姆今天觉得渴。
Tom feel busy today.	汤姆今天觉得忙。
Tom feel hungry today.	汤姆今天觉得饿。
Tom feel happy today.	汤姆今天觉得高兴。
Tom feel tired today.	汤姆今天觉得累。
You feel thirsty today.	你今天觉得渴。
You feel busy today.	你今天觉得忙。
You feel hungry today.	你今天觉得饿。
You feel happy today.	你今天觉得高兴。
You feel tired today.	你今天觉得累。
Alice feel thirsty today.	爱丽丝今天觉得渴。
Alice feel busy today.	爱丽丝今天觉得忙。
Alice feel hungry today.	爱丽丝今天觉得饿。
Alice feel happy today.	爱丽丝今天觉得高兴。
Alice feel tired today.	爱丽丝今天觉得累。
Henry feel thirsty today.	亨利今天觉得渴。
Henry feel busy today.	亨利今天觉得忙。
Henry feel hungry today.	亨利今天觉得饿。
Henry feel happy today.	亨利今天觉得高兴。
Henry feel tired today.	亨利今天觉得累。
They feel thirsty today.	他们今天觉得渴。
They feel busy today.	他们今天觉得忙。
They feel hungry today.	他们今天觉得饿。
They feel happy today.	他们今天觉得高兴。
They feel tired today.	他们今天觉得累。
I feel thirsty today.	我今天觉得渴。
I feel busy today.	我今天觉得忙。
I feel hungry today.	我今天觉得饿。
I feel happy today.	我今天觉得高兴。
I feel tired today.	我今天觉得累。
Olivia feel thirsty today.	奥利维亚今天觉得渴。
Olivia feel busy today.	奥利维亚今天觉得忙。
Olivia feel hungry today.	奥利维亚今天觉得饿。
Olivia feel happy today.	奥利维亚今天觉得高兴。
Olivia feel tired today.	奥利维亚今天觉得累。
David feel thirsty today.	大卫今天觉得渴。
David feel busy today.	大卫今天觉得忙。
David feel hungry today.	大卫今天觉得饿。
David feel happy today.	大卫今天觉得高兴。
David feel tired today.	大卫今天觉得累。
James feel thirsty today.	詹姆斯今天觉得渴。
James feel busy today.	詹姆斯今天觉得忙。
James feel hungry today.	詹姆斯今天觉得饿。
James feel happy today.	詹姆斯今天觉得高兴。
James feel tired today.	詹姆斯今天觉得累。
Robert feel thirsty today.	罗伯特今天觉得渴。
Robert feel busy today.	罗伯特今天觉得忙。
Robert feel hungry today.	罗伯特今天觉得饿。
Robert feel happy today.	罗伯特今天觉得高兴。
Robert feel tired today.	罗伯特今天觉得累。
Lily feel thirsty today.	莉莉今天觉得渴。
Lily feel busy today.	莉莉今天觉得忙。
Lily feel hungry today.	莉莉今天觉得饿。
Lily feel happy today.	莉莉今天觉得高兴。
Lily feel tired today.	莉莉今天觉得累。
Eric feel thirsty today.	埃里克今天觉得渴。
Eric feel busy today.	埃里克今天觉得忙。
Eric feel hungry today.	埃里克今天觉得饿。
Eric feel happy today.	埃里克今天觉得高兴。
Eric feel tired today.	埃里克今天觉得累。
Peter feel thirsty today.	彼得今天觉得渴。
Peter feel busy today.	彼得今天觉得忙。
Peter feel hungry today.	彼得今天觉得饿。
Peter feel happy today.	彼得今天觉得高兴。
Peter feel tired today.	彼得今天觉得累。
We feel thirsty today.	我们今天觉得渴。
We feel busy today.	我们今天觉得忙。
We feel hungry today.	我们今天觉得饿。
We feel happy today.	我们今天觉得高兴。
We feel tired today.	我们今天觉得累。
Grace feel thirsty today.	格蕾丝今天觉得渴。
Grace feel busy today.	格蕾丝今天觉得忙。
Grace feel hungry today.	格蕾丝今天觉得饿。
Grace feel happy today.	格蕾丝今天觉得高兴。
Grace feel tired today.	格蕾丝今天觉得累。
Linda feel thirsty today.	琳达今天觉得渴。
Linda feel busy today.	琳达今天觉得忙。
Linda feel hungry today.	琳达今天觉得饿。
Linda feel happy today.	琳达今天觉得高兴。
Linda feel tired today.	琳达今天觉得累。
Chloe feel thirsty today.	克洛伊今天觉得渴。
Chloe feel busy today.	克洛伊今天觉得忙。
Chloe feel hungry today.	克洛伊今天觉得饿。
Chloe feel happy today.	克洛伊今天觉得高兴。
Chloe feel tired today.	克洛伊今天觉得累。
Mia feel thirsty today.	米娅今天觉得渴。
Mia feel busy today.	米娅今天觉得忙。
Mia feel hungry today.	米娅今天觉得饿。
Mia feel happy today.	米娅今天觉得高兴。
Mia feel tired today.	米娅今天觉得累。
Mike feel thirsty today.	迈克今天觉得渴。
